"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"7397","chr08","SGD","gene",550560,552131,NA,"+",NA,"ID=YHR216W;Name=YHR216W;gene=IMD2;Alias=IMD2,PUR5;Ontology_term=GO:0003938,GO:0006183,GO:0005737,GO:0003824,GO:0006164,GO:0006177,GO:0008152,GO:0016491,GO:0030955,GO:0046872;Note=Inosine%20monophosphate%20dehydrogenase%2C%20catalyzes%20the%20first%20step%20of%20GMP%20biosynthesis%2C%20expression%20is%20induced%20by%20mycophenolic%20acid%20resulting%20in%20resistance%20to%20the%20drug%2C%20expression%20is%20repressed%20by%20nutrient%20limitation;dbxref=SGD:S000001259;orf_classification=Verified","YHR216W"
"7405","chr08","SGD","gene",552745,555321,NA,"-",NA,"ID=YHR217C;Name=YHR217C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20located%20in%20the%20telomeric%20region%20TEL08R.;dbxref=SGD:S000001260;orf_classification=Dubious","YHR217C"
"7411","chr08","SGD","gene",556289,560067,NA,"+",NA,"ID=YHR218W;Name=YHR218W;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0003676,GO:0005524,GO:0008026;Note=Helicase-like%20protein%20encoded%20within%20the%20telomeric%20Y'%20element;dbxref=SGD:S000001261;orf_classification=Uncharacterized","YHR218W"
"7415","chr08","SGD","gene",560075,560392,NA,"+",NA,"ID=YHR218W-A;Name=YHR218W-A;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028786;orf_classification=Dubious","YHR218W-A"
"7417","chr08","SGD","gene",560316,562224,NA,"+",NA,"ID=YHR219W;Name=YHR219W;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%20with%20similarity%20to%20helicases%3B%20located%20in%20the%20telomere%20region%20on%20the%20right%20arm%20of%20chromosome%20VIII;dbxref=SGD:S000001262;orf_classification=Uncharacterized","YHR219W"
"7419","chr08","SGD","gene",561376,561858,NA,"-",NA,"ID=YHR219C-A;Name=YHR219C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%3B%20identified%20by%20gene-trapping%2C%20microarray-based%20expression%20analysis%2C%20and%20genome-wide%20homology%20searching;dbxref=SGD:S000028655;orf_classification=Dubious","YHR219C-A"
"7428","chr09","SGD","gene",1893,7557,NA,"-",NA,"ID=YIL177C;Name=YIL177C;Ontology_term=GO:0004386,GO:0008150,GO:0005575,GO:0000166,GO:0003676,GO:0005524,GO:0008026,GO:0016787;Note=Putative%20protein%20of%20unknown%20function%3B%20similarity%20to%20DNA%20helicases%20that%20are%20encoded%20within%20subtelomeric%20Y'%20elements%20and%20induced%20in%20telomerase%20deficient%20survivors;dbxref=SGD:S000001439;orf_classification=Uncharacterized","YIL177C"
"7432","chr09","SGD","gene",2256,2738,NA,"+",NA,"ID=YIL177W-A;Name=YIL177W-A;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20completely%20overlaps%20the%20uncharacterized%20gene%20YIL177C;dbxref=SGD:S000028658;orf_classification=Dubious","YIL177W-A"
"7439","chr09","SGD","gene",10209,10571,NA,"-",NA,"ID=YIL176C;Name=YIL176C;gene=PAU14;Alias=PAU14;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0006950,GO:0016020,GO:0016021;Note=Hypothetical%20protein;dbxref=SGD:S000001438;orf_classification=Uncharacterized","YIL176C"
"7445","chr09","SGD","gene",12908,17557,NA,"+",NA,"ID=YIL173W;Name=YIL173W;gene=VTH1;Alias=VTH1;Ontology_term=GO:0006896,GO:0005048,GO:0005768,GO:0016020,GO:0016021;Note=Putative%20membrane%20glycoprotein%20with%20strong%20similarity%20to%20Vth2p%20and%20Pep1p%2FVps10p%2C%20may%20be%20involved%20in%20vacuolar%20protein%20sorting;dbxref=SGD:S000001435;orf_classification=Verified","YIL173W"
"7447","chr09","SGD","gene",18201,19970,NA,"-",NA,"ID=YIL172C;Name=YIL172C;Ontology_term=GO:0015926,GO:0008150,GO:0005737,GO:0000023,GO:0003824,GO:0004558,GO:0005975,GO:0008152,GO:0016787,GO:0016798,GO:0043169;Note=Putative%20protein%20of%20unknown%20function%20with%20similarity%20to%20glucosidases%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm;dbxref=SGD:S000001434;orf_classification=Uncharacterized","YIL172C"
"7449","chr09","SGD","gene",19677,20129,NA,"+",NA,"ID=YIL171W-A;Name=YIL171W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028798;orf_classification=Dubious","YIL171W-A"
"7455","chr09","SGD","gene",24534,27553,NA,"-",NA,"ID=YIL169C;Name=YIL169C;Alias=HPF1';Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0004871,GO:0006935,GO:0007165,GO:0016020;Note=Putative%20protein%20of%20unknown%20function%3B%20serine%2Fthreonine%20rich%20and%20highly%20similar%20to%20YOL155C%2C%20a%20putative%20glucan%20alpha-1%2C4-glucosidase%3B%20transcript%20is%20induced%20in%20both%20high%20and%20low%20pH%20environments%3B%20YIL169C%20is%20a%20non-essential%20gene;dbxref=SGD:S000001431;orf_classification=Uncharacterized","YIL169C"
"7461","chr09","SGD","gene",32385,34013,NA,"-",NA,"ID=YIL166C;Name=YIL166C;Ontology_term=GO:0005215,GO:0006810,GO:0016020,GO:0016021;Note=Putative%20protein%20with%20similarity%20to%20the%20allantoate%20permease%20(Dal5p)%20subfamily%20of%20the%20major%20facilitator%20superfamily%3B%20mRNA%20expression%20is%20elevated%20by%20sulfur%20limitation%3B%20YIL166C%20is%20a%20non-essential%20gene;dbxref=SGD:S000001428;orf_classification=Uncharacterized","YIL166C"
"7463","chr09","SGD","gene",35164,35523,NA,"-",NA,"ID=YIL165C;Name=YIL165C;Ontology_term=GO:0003674,GO:0008150,GO:0005575,GO:0006807,GO:0016810,GO:0016829;Note=Putative%20protein%20of%20unknown%20function%3B%20in%20closely%20related%20species%20and%20other%20S.%20cerevisiae%20strain%20backgrounds%20YIL165C%20and%20adjacent%20ORF%2C%20YIL164C%2C%20likely%20constitute%20a%20single%20ORF%20encoding%20a%20nitrilase%20gene;dbxref=SGD:S000001427;orf_classification=Uncharacterized","YIL165C"
"7465","chr09","SGD","gene",35533,36132,NA,"-",NA,"ID=YIL164C;Name=YIL164C;gene=NIT1;Alias=NIT1;Ontology_term=GO:0005575,GO:0000257,GO:0008150,GO:0006807,GO:0016810,GO:0016829;Note=Nitrilase%2C%20member%20of%20the%20nitrilase%20branch%20of%20the%20nitrilase%20superfamily%3B%20in%20closely%20related%20species%20and%20other%20S.%20cerevisiae%20strain%20backgrounds%20YIL164C%20and%20adjacent%20ORF%2C%20YIL165C%2C%20likely%20constitute%20a%20single%20ORF%20encoding%20a%20nitrilase%20gene;dbxref=SGD:S000001426;orf_classification=Verified","YIL164C"
"7467","chr09","SGD","gene",38345,38698,NA,"-",NA,"ID=YIL163C;Name=YIL163C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000001425;orf_classification=Dubious","YIL163C"
"7470","chr09","SGD","gene",38831,40429,NA,"+",NA,"ID=YIL162W;Name=YIL162W;gene=SUC2;Alias=SUC2;Ontology_term=GO:0004564,GO:0005576,GO:0005737,GO:0005739,GO:0005987,GO:0004553,GO:0005975,GO:0008152,GO:0016787,GO:0016798;Note=Invertase%2C%20sucrose%20hydrolyzing%20enzyme%3B%20a%20secreted%2C%20glycosylated%20form%20is%20regulated%20by%20glucose%20repression%2C%20and%20an%20intracellular%2C%20nonglycosylated%20enzyme%20is%20produced%20constitutively;dbxref=SGD:S000001424;orf_classification=Verified","YIL162W"
"7472","chr09","SGD","gene",40879,41586,NA,"+",NA,"ID=YIL161W;Name=YIL161W;Ontology_term=GO:0008150,GO:0003674,GO:0005737;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%3B%20mRNA%20is%20enriched%20in%20Scp160p-associated%20mRNPs%3B%20YIL161W%20is%20a%20non-essential%20gene;dbxref=SGD:S000001423;orf_classification=Uncharacterized","YIL161W"
"7474","chr09","SGD","gene",41637,42890,NA,"-",NA,"ID=YIL160C;Name=YIL160C;gene=POT1;Alias=POT1,POX3,FOX3;Ontology_term=GO:0003988,GO:0006635,GO:0005782,GO:0005777,GO:0006629,GO:0006631,GO:0008415,GO:0016740;Note=3-ketoacyl-CoA%20thiolase%20with%20broad%20chain%20length%20specificity%2C%20cleaves%203-ketoacyl-CoA%20into%20acyl-CoA%20and%20acetyl-CoA%20during%20beta-oxidation%20of%20fatty%20acids;dbxref=SGD:S000001422;orf_classification=Verified","YIL160C"
"7476","chr09","SGD","gene",43271,47398,NA,"+",NA,"ID=YIL159W;Name=YIL159W;gene=BNR1;Alias=BNR1;Ontology_term=GO:0007120,GO:0006970,GO:0000142,GO:0007015,GO:0008092,GO:0003779,GO:0016043,GO:0017048,GO:0030036;Note=Formin%2C%20nucleates%20the%20formation%20of%20linear%20actin%20filaments%2C%20involved%20in%20cell%20processes%20such%20as%20budding%20and%20mitotic%20spindle%20orientation%20which%20require%20the%20formation%20of%20polarized%20actin%20cables%2C%20functionally%20redundant%20with%20BNI1;dbxref=SGD:S000001421;orf_classification=Verified","YIL159W"
"7478","chr09","SGD","gene",47647,48261,NA,"+",NA,"ID=YIL158W;Name=YIL158W;Ontology_term=GO:0008150,GO:0003674,GO:0000324,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20vacuole;dbxref=SGD:S000001420;orf_classification=Uncharacterized","YIL158W"
"7480","chr09","SGD","gene",48395,48988,NA,"-",NA,"ID=YIL157C;Name=YIL157C;gene=COA1;Alias=COA1,FMP35;Ontology_term=GO:0003674,GO:0005739,GO:0016020,GO:0016021,GO:0045727,GO:0008535,GO:0032592;Note=Protein%20required%20for%20assembly%20of%20the%20cytochrome%20c%20oxidase%20complex%20(complex%20IV%20of%20the%20mitochondrial%20respiratory%20chain)%3B%20probable%20mitochondrial%20inner%20membrane%20protein%3B%20interacts%20with%20COX1%20regulatory%20proteins%20MSS1%20and%20COX14;dbxref=SGD:S000001419;orf_classification=Uncharacterized","YIL157C"
"7482","chr09","SGD","gene",48738,49139,NA,"+",NA,"ID=YIL156W-A;Name=YIL156W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028797;orf_classification=Dubious","YIL156W-A"
"7484","chr09","SGD","gene",49136,49419,NA,"+",NA,"ID=YIL156W-B;Name=YIL156W-B;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Putative%20protein%20of%20unknown%20function%2C%20originally%20identified%20based%20on%20homology%20to%20Ashbya%20gossypii%20and%20other%20related%20yeasts;dbxref=SGD:S000028511;orf_classification=Uncharacterized","YIL156W-B"
"7488","chr09","SGD","gene",49537,52752,NA,"+",NA,"ID=YIL156W;Name=YIL156W;gene=UBP7;Alias=UBP7;Ontology_term=GO:0004843,GO:0005737,GO:0016579,GO:0004221,GO:0006511,GO:0006512,GO:0008233,GO:0008234,GO:0016787;Note=Ubiquitin-specific%20protease%20that%20cleaves%20ubiquitin-protein%20fusions;dbxref=SGD:S000001418;orf_classification=Verified","YIL156W"
"7490","chr09","SGD","gene",53205,55154,NA,"-",NA,"ID=YIL155C;Name=YIL155C;gene=GUT2;Alias=GUT2;Ontology_term=GO:0004368,GO:0005739,GO:0005975,GO:0006116,GO:0031307,GO:0006072,GO:0006118,GO:0009331,GO:0016020,GO:0016491;Note=Mitochondrial%20glycerol-3-phosphate%20dehydrogenase%3B%20expression%20is%20repressed%20by%20both%20glucose%20and%20cAMP%20and%20derepressed%20by%20non-fermentable%20carbon%20sources%20in%20a%20Snf1p%2C%20Rsf1p%2C%20Hap2%2F3%2F4%2F5%20complex%20dependent%20manner;dbxref=SGD:S000001417;orf_classification=Verified","YIL155C"
"7492","chr09","SGD","gene",55427,56467,NA,"-",NA,"ID=YIL154C;Name=YIL154C;gene=IMP2';Alias=IMP2',IMP2;Ontology_term=GO:0006281,GO:0005975,GO:0003713,GO:0005737;Note=Transcriptional%20activator%20involved%20in%20maintenance%20of%20ion%20homeostasis%20and%20protection%20against%20DNA%20damage%20caused%20by%20bleomycin%20and%20other%20oxidants%2C%20contains%20a%20C-terminal%20leucine-rich%20repeat;dbxref=SGD:S000001416;orf_classification=Verified","YIL154C"
"7494","chr09","SGD","gene",56644,57825,NA,"+",NA,"ID=YIL153W;Name=YIL153W;gene=RRD1;Alias=RRD1,YPA1;Ontology_term=GO:0000267,GO:0006281,GO:0008601,GO:0006970,GO:0030472,GO:0005737,GO:0005634,GO:0003755,GO:0016853,GO:0019211;Note=Activator%20of%20the%20phosphotyrosyl%20phosphatase%20activity%20of%20PP2A%2C%20peptidyl-prolyl%20cis%2Ftrans-isomerase%3B%20regulates%20G1%20phase%20progression%2C%20microtubule%20dynamics%2C%20bud%20morphogenesis%20and%20DNA%20repair%3B%20subunit%20of%20the%20Tap42p-Sit4p-Rrd1p%20complex;dbxref=SGD:S000001415;orf_classification=Verified","YIL153W"
"7496","chr09","SGD","gene",57991,58698,NA,"+",NA,"ID=YIL152W;Name=YIL152W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000001414;orf_classification=Uncharacterized","YIL152W"
"7498","chr09","SGD","gene",58784,62140,NA,"-",NA,"ID=YIL151C;Name=YIL151C;Ontology_term=GO:0003674,GO:0008150,GO:0005575,GO:0000166,GO:0005524;Note=Putative%20protein%20of%20unknown%20function%2C%20predicted%20to%20contain%20a%20PINc%20(PilT%20N%20terminus)%20domain;dbxref=SGD:S000001413;orf_classification=Uncharacterized","YIL151C"
"7500","chr09","SGD","gene",62459,64174,NA,"-",NA,"ID=YIL150C;Name=YIL150C;gene=MCM10;Alias=MCM10,DNA43;Ontology_term=GO:0003682,GO:0006270,GO:0005634,GO:0006271,GO:0006348,GO:0030466,GO:0005515,GO:0003688,GO:0000084,GO:0005657,GO:0006260,GO:0007049,GO:0008270,GO:0046872;Note=Essential%20chromatin-associated%20protein%20involved%20in%20the%20initiation%20of%20DNA%20replication%3B%20required%20for%20the%20association%20of%20the%20MCM2-7%20complex%20with%20replication%20origins;dbxref=SGD:S000001412;orf_classification=Verified","YIL150C"
"7502","chr09","SGD","gene",64474,69513,NA,"-",NA,"ID=YIL149C;Name=YIL149C;gene=MLP2;Alias=MLP2;Ontology_term=GO:0005635,GO:0005654,GO:0005739,GO:0043021,GO:0045449,GO:0006406,GO:0006606,GO:0030529,GO:0004106,GO:0005634,GO:0009073;Note=Myosin-like%20protein%20associated%20with%20the%20nuclear%20envelope%2C%20connects%20the%20nuclear%20pore%20complex%20with%20the%20nuclear%20interior%3B%20involved%20in%20the%20Tel1p%20pathway%20that%20controls%20telomere%20length;dbxref=SGD:S000001411;orf_classification=Verified","YIL149C"
"7504","chr09","SGD","gene",70154,70974,NA,"+",NA,"ID=YIL148W;Name=YIL148W;gene=RPL40A;Alias=RPL40A,UB11,UBI1,CEP52A;Ontology_term=GO:0005842,GO:0003735,GO:0006412,GO:0042254,GO:0016567,GO:0031386,GO:0005634,GO:0006281,GO:0006464,GO:0006974;Note=Fusion%20protein%2C%20identical%20to%20Rpl40Bp%2C%20that%20is%20cleaved%20to%20yield%20ubiquitin%20and%20a%20ribosomal%20protein%20of%20the%20large%20(60S)%20ribosomal%20subunit%20with%20similarity%20to%20rat%20L40%3B%20ubiquitin%20may%20facilitate%20assembly%20of%20the%20ribosomal%20protein%20into%20ribosomes;dbxref=SGD:S000001410;orf_classification=Verified","YIL148W"
"7508","chr09","SGD","gene",71237,74899,NA,"-",NA,"ID=YIL147C;Name=YIL147C;gene=SLN1;Alias=SLN1,YPD2;Ontology_term=GO:0005034,GO:0005886,GO:0000155,GO:0006468,GO:0042542,GO:0004673,GO:0007234,GO:0000156,GO:0000160,GO:0000287,GO:0005524,GO:0006355,GO:0007165,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0018106,GO:0046872;Note=Histidine%20kinase%20osmosensor%20that%20regulates%20a%20MAP%20kinase%20cascade%3B%20transmembrane%20protein%20with%20an%20intracellular%20kinase%20domain%20that%20signals%20to%20Ypd1p%20and%20Ssk1p%2C%20thereby%20forming%20a%20phosphorelay%20system%20similar%20to%20bacterial%20two-component%20regulators;dbxref=SGD:S000001409;orf_classification=Verified","YIL147C"
"7510","chr09","SGD","gene",75630,77219,NA,"-",NA,"ID=YIL146C;Name=YIL146C;gene=ECM37;Alias=ECM37;Ontology_term=GO:0007047,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Non-essential%20protein%20of%20unknown%20function;dbxref=SGD:S000001408;orf_classification=Verified","YIL146C"
"7512","chr09","SGD","gene",77800,78729,NA,"-",NA,"ID=YIL145C;Name=YIL145C;gene=PAN6;Alias=PAN6;Ontology_term=GO:0004592,GO:0015940,GO:0005737,GO:0005634,GO:0016874;Note=Pantothenate%20synthase%2C%20also%20known%20as%20pantoate-beta-alanine%20ligase%2C%20required%20for%20pantothenic%20acid%20biosynthesis%2C%20deletion%20causes%20pantothenic%20acid%20auxotrophy%2C%20homologous%20to%20E.%20coli%20panC;dbxref=SGD:S000001407;orf_classification=Verified","YIL145C"
"7514","chr09","SGD","gene",79520,81595,NA,"+",NA,"ID=YIL144W;Name=YIL144W;gene=TID3;Alias=TID3,HEC1,NDC80;Ontology_term=GO:0005200,GO:0007020,GO:0007059,GO:0000778,GO:0000780,GO:0031262,GO:0000775,GO:0005634,GO:0007049,GO:0007067,GO:0051301;Note=Component%20of%20the%20evolutionarily%20conserved%20kinetochore-associated%20Ndc80%20complex%20(Ndc80p-Nuf2p-Spc24p-Spc25p)%3B%20conserved%20coiled-coil%20protein%20involved%20in%20chromosome%20segregation%2C%20spindle%20checkpoint%20activity%2C%20kinetochore%20assembly%20and%20clustering;dbxref=SGD:S000001406;orf_classification=Verified","YIL144W"
"7516","chr09","SGD","gene",81956,84487,NA,"-",NA,"ID=YIL143C;Name=YIL143C;gene=SSL2;Alias=SSL2,RAD25,LOM3;Ontology_term=GO:0003678,GO:0006367,GO:0007070,GO:0000717,GO:0000112,GO:0006289,GO:0005675,GO:0016251,GO:0006366,GO:0016973,GO:0000166,GO:0003676,GO:0003677,GO:0004003,GO:0004386,GO:0005524,GO:0005634,GO:0006281,GO:0006350,GO:0006355,GO:0006974,GO:0016787;Note=Component%20of%20the%20holoenzyme%20form%20of%20RNA%20polymerase%20transcription%20factor%20TFIIH%2C%20has%20DNA-dependent%20ATPase%2Fhelicase%20activity%20and%20is%20required%2C%20with%20Rad3p%2C%20for%20unwinding%20promoter%20DNA%3B%20involved%20in%20DNA%20repair%3B%20homolog%20of%20human%20ERCC3;dbxref=SGD:S000001405;orf_classification=Verified","YIL143C"
"7518","chr09","SGD","gene",84654,84986,NA,"-",NA,"ID=YIL142C-A;Name=YIL142C-A;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20ORF%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000028796;orf_classification=Dubious","YIL142C-A"
"7520","chr09","SGD","gene",84748,86331,NA,"+",NA,"ID=YIL142W;Name=YIL142W;gene=CCT2;Alias=CCT2,TCP2,BIN3;Ontology_term=GO:0005737,GO:0005856,GO:0007010,GO:0006457,GO:0005832,GO:0051082,GO:0000166,GO:0005524,GO:0044267;Note=Subunit%20beta%20of%20the%20cytosolic%20chaperonin%20Cct%20ring%20complex%2C%20related%20to%20Tcp1p%2C%20required%20for%20the%20assembly%20of%20actin%20and%20tubulins%20in%20vivo;dbxref=SGD:S000001404;orf_classification=Verified","YIL142W"
"7522","chr09","SGD","gene",86499,86888,NA,"+",NA,"ID=YIL141W;Name=YIL141W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000001403;orf_classification=Dubious","YIL141W"
"7524","chr09","SGD","gene",86812,89283,NA,"+",NA,"ID=YIL140W;Name=YIL140W;gene=AXL2;Alias=AXL2,SRO4,BUD10;Ontology_term=GO:0005887,GO:0007120,GO:0005940,GO:0003674,GO:0000282,GO:0005935,GO:0005509,GO:0007156,GO:0016020,GO:0016021;Note=Integral%20plasma%20membrane%20protein%20required%20for%20axial%20budding%20in%20haploid%20cells%2C%20localizes%20to%20the%20incipient%20bud%20site%20and%20bud%20neck%3B%20glycosylated%20by%20Pmt4p%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000001402;orf_classification=Verified","YIL140W"
"7526","chr09","SGD","gene",89425,90162,NA,"-",NA,"ID=YIL139C;Name=YIL139C;gene=REV7;Alias=REV7;Ontology_term=GO:0006280,GO:0006281,GO:0016035,GO:0003894,GO:0005739,GO:0006974;Note=Processivity%20subunit%20of%20DNA%20polymerase%20zeta%2C%20which%20is%20involved%20in%20DNA%20repair%20and%20translesion%20synthesis%3B%20required%20for%20mutagenesis%20induced%20by%20DNA%20damage;dbxref=SGD:S000001401;orf_classification=Verified","YIL139C"
"7528","chr09","SGD","gene",90676,91161,NA,"-",NA,"ID=YIL138C;Name=YIL138C;gene=TPM2;Alias=TPM2;Ontology_term=GO:0006887,GO:0007119,GO:0008154,GO:0003786,GO:0007015,GO:0007118,GO:0008298,GO:0000001,GO:0000011,GO:0016192,GO:0045011,GO:0030482,GO:0030010,GO:0000142,GO:0005856;Note=Minor%20isoform%20of%20tropomyosin%2C%20binds%20to%20and%20stabilizes%20actin%20cables%20and%20filaments%2C%20which%20direct%20polarized%20cell%20growth%20and%20the%20distribution%20of%20several%20organelles%3B%20appears%20to%20have%20distinct%20and%20also%20overlapping%20functions%20with%20Tpm1p;dbxref=SGD:S000001400;orf_classification=Verified","YIL138C"
"7530","chr09","SGD","gene",91394,94234,NA,"-",NA,"ID=YIL137C;Name=YIL137C;gene=TMA108;Alias=TMA108,RBF108;Ontology_term=GO:0005737,GO:0003674,GO:0008150,GO:0005840,GO:0004177,GO:0004179,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872;Note=Protein%20that%20associates%20with%20ribosomes%3B%20putative%20metalloprotease;dbxref=SGD:S000001399;orf_classification=Verified","YIL137C"
"7532","chr09","SGD","gene",95065,96246,NA,"+",NA,"ID=YIL136W;Name=YIL136W;gene=OM45;Alias=OM45;Ontology_term=GO:0008150,GO:0003674,GO:0005741,GO:0031307,GO:0005739,GO:0016020,GO:0016021,GO:0019867;Note=Protein%20of%20unknown%20function%2C%20major%20constituent%20of%20the%20mitochondrial%20outer%20membrane%3B%20located%20on%20the%20outer%20(cytosolic)%20face%20of%20the%20outer%20membrane;dbxref=SGD:S000001398;orf_classification=Verified","YIL136W"
"7534","chr09","SGD","gene",96511,97821,NA,"-",NA,"ID=YIL135C;Name=YIL135C;gene=VHS2;Alias=VHS2;Ontology_term=GO:0003674,GO:0000082,GO:0005737,GO:0007049;Note=Cytoplasmic%20protein%20of%20unknown%20function%3B%20identified%20as%20a%20high-copy%20suppressor%20of%20the%20synthetic%20lethality%20of%20a%20sis2%20sit4%20double%20mutant%2C%20suggesting%20a%20role%20in%20G1%2FS%20phase%20progression%3B%20similar%20to%20Mlf3p;dbxref=SGD:S000001397;orf_classification=Verified","YIL135C"
"7536","chr09","SGD","gene",97968,98171,NA,"-",NA,"ID=YIL134C-A;Name=YIL134C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%2C%20identified%20by%20fungal%20homology%20and%20RT-PCR;dbxref=SGD:S000028556;orf_classification=Uncharacterized","YIL134C-A"
"7540","chr09","SGD","gene",98841,99776,NA,"+",NA,"ID=YIL134W;Name=YIL134W;gene=FLX1;Alias=FLX1;Ontology_term=GO:0015230,GO:0015883,GO:0005739,GO:0005488,GO:0005743,GO:0006810,GO:0016020,GO:0016021;Note=Protein%20required%20for%20transport%20of%20flavin%20adenine%20dinucleotide%20(FAD)%2C%20a%20synthesis%20product%20of%20riboflavin%2C%20across%20the%20mitochondrial%20membrane;dbxref=SGD:S000001396;orf_classification=Verified","YIL134W"
"7542","chr09","SGD","gene",99973,100862,NA,"-",NA,"ID=YIL133C;Name=YIL133C;gene=RPL16A;Alias=RPL16A,RPL13;Ontology_term=GO:0003735,GO:0005842,GO:0006412,GO:0003723,GO:0005622,GO:0005840,GO:0015934,GO:0030529;Note=N-terminally%20acetylated%20protein%20component%20of%20the%20large%20(60S)%20ribosomal%20subunit%2C%20binds%20to%205.8%20S%20rRNA%3B%20has%20similarity%20to%20Rpl16Bp%2C%20E.%20coli%20L13%20and%20rat%20L13a%20ribosomal%20proteins%3B%20transcriptionally%20regulated%20by%20Rap1p;dbxref=SGD:S000001395;orf_classification=Verified","YIL133C"
"7546","chr09","SGD","gene",101306,101947,NA,"-",NA,"ID=YIL132C;Name=YIL132C;gene=CSM2;Alias=CSM2;Ontology_term=GO:0045132,GO:0003674,GO:0005737,GO:0005634,GO:0045021,GO:0006281,GO:0006974,GO:0007126;Note=Protein%20required%20for%20accurate%20chromosome%20segregation%20during%20meiosis;dbxref=SGD:S000001394;orf_classification=Verified","YIL132C"
"7548","chr09","SGD","gene",102227,103681,NA,"-",NA,"ID=YIL131C;Name=YIL131C;gene=FKH1;Alias=FKH1;Ontology_term=GO:0006368,GO:0007535,GO:0005634,GO:0007124,GO:0030466,GO:0045786,GO:0000117,GO:0003677,GO:0045787,GO:0003704,GO:0019237,GO:0006369,GO:0003700,GO:0006355,GO:0043565;Note=Forkhead%20family%20transcription%20factor%20with%20a%20minor%20role%20in%20the%20expression%20of%20G2%2FM%20phase%20genes%3B%20negatively%20regulates%20transcriptional%20elongation%3B%20positive%20role%20in%20chromatin%20silencing%20at%20HML%20and%20HMR%3B%20regulates%20donor%20preference%20during%20switching;dbxref=SGD:S000001393;orf_classification=Verified","YIL131C"
"7550","chr09","SGD","gene",104228,107122,NA,"+",NA,"ID=YIL130W;Name=YIL130W;gene=ASG1;Alias=ASG1;Ontology_term=GO:0008150,GO:0003674,GO:0005634,GO:0003677,GO:0003700,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Proposed%20transcriptional%20activator%2C%20member%20of%20the%20Gal4p%20family%20of%20zinc%20cluster%20proteins;dbxref=SGD:S000001392;orf_classification=Verified","YIL130W"
